product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
238,installment_loan,0.1500802197704834,3,50,20000,"Installment loan with approximately 15.0% APR and annual fee 50 USD, suitable for medium to large purchases."
239,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
240,credit_card,0.2060291795606113,4,0,40000,"Credit card product with around 20.6% APR and annual fee 0 USD, designed for everyday spending."
241,installment_loan,0.1479583054122236,3,0,80000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
242,credit_card,0.220258980903835,4,0,20000,"Credit card product with around 22.0% APR and annual fee 0 USD, designed for everyday spending."
243,savings_account,0.0123753652082557,1,0,20000,"Savings account offering about 1.24% interest rate, ideal for low-risk savings and emergency funds."
244,savings_account,0.0168539418590156,1,50,60000,"Savings account offering about 1.69% interest rate, ideal for low-risk savings and emergency funds."
245,installment_loan,0.155866944902093,3,25,60000,"Installment loan with approximately 15.6% APR and annual fee 25 USD, suitable for medium to large purchases."
246,installment_loan,0.1481445517369769,3,0,80000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
247,installment_loan,0.1585908418662762,3,0,60000,"Installment loan with approximately 15.9% APR and annual fee 0 USD, suitable for medium to large purchases."
248,installment_loan,0.1385070109381672,3,50,40000,"Installment loan with approximately 13.9% APR and annual fee 50 USD, suitable for medium to large purchases."
249,installment_loan,0.1463245814766491,3,50,20000,"Installment loan with approximately 14.6% APR and annual fee 50 USD, suitable for medium to large purchases."
250,savings_account,0.0359004098788136,1,0,20000,"Savings account offering about 3.59% interest rate, ideal for low-risk savings and emergency funds."
251,installment_loan,0.1539982962477775,3,0,40000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
252,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
253,savings_account,0.0305277379643961,1,0,80000,"Savings account offering about 3.05% interest rate, ideal for low-risk savings and emergency funds."
254,credit_card,0.201956853770745,4,25,20000,"Credit card product with around 20.2% APR and annual fee 25 USD, designed for everyday spending."
255,installment_loan,0.1257123101197522,3,0,80000,"Installment loan with approximately 12.6% APR and annual fee 0 USD, suitable for medium to large purchases."
256,savings_account,0.0149540724543927,1,25,80000,"Savings account offering about 1.50% interest rate, ideal for low-risk savings and emergency funds."
257,savings_account,0.0440334271883355,1,25,60000,"Savings account offering about 4.40% interest rate, ideal for low-risk savings and emergency funds."
258,credit_card,0.184571882688898,4,0,40000,"Credit card product with around 18.5% APR and annual fee 0 USD, designed for everyday spending."
259,installment_loan,0.1576965717559748,3,25,60000,"Installment loan with approximately 15.8% APR and annual fee 25 USD, suitable for medium to large purchases."
260,savings_account,0.0200378758718398,1,0,20000,"Savings account offering about 2.00% interest rate, ideal for low-risk savings and emergency funds."
261,installment_loan,0.156691378626251,3,25,80000,"Installment loan with approximately 15.7% APR and annual fee 25 USD, suitable for medium to large purchases."
262,installment_loan,0.1627112894637955,3,0,60000,"Installment loan with approximately 16.3% APR and annual fee 0 USD, suitable for medium to large purchases."
263,savings_account,0.0221846165191818,1,0,60000,"Savings account offering about 2.22% interest rate, ideal for low-risk savings and emergency funds."
264,installment_loan,0.1583562074395181,3,25,20000,"Installment loan with approximately 15.8% APR and annual fee 25 USD, suitable for medium to large purchases."
265,savings_account,0.0293401257145544,1,0,40000,"Savings account offering about 2.93% interest rate, ideal for low-risk savings and emergency funds."
266,credit_card,0.1821166684702657,4,25,80000,"Credit card product with around 18.2% APR and annual fee 25 USD, designed for everyday spending."
267,credit_card,0.2117820510631131,4,0,40000,"Credit card product with around 21.2% APR and annual fee 0 USD, designed for everyday spending."
268,credit_card,0.1941977449246705,4,0,20000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
269,insurance,0.0,2,50,20000,Insurance policy product providing financial protection against unexpected events.
270,installment_loan,0.1546188990383825,3,0,60000,"Installment loan with approximately 15.5% APR and annual fee 0 USD, suitable for medium to large purchases."
271,savings_account,0.006395967004218,1,50,60000,"Savings account offering about 0.64% interest rate, ideal for low-risk savings and emergency funds."
272,credit_card,0.2007810807195567,4,50,60000,"Credit card product with around 20.1% APR and annual fee 50 USD, designed for everyday spending."
273,savings_account,0.0138936242398688,1,0,40000,"Savings account offering about 1.39% interest rate, ideal for low-risk savings and emergency funds."
274,credit_card,0.187069146739178,4,0,80000,"Credit card product with around 18.7% APR and annual fee 0 USD, designed for everyday spending."
275,credit_card,0.2131861294722995,4,0,20000,"Credit card product with around 21.3% APR and annual fee 0 USD, designed for everyday spending."
276,savings_account,0.0087620667201691,1,25,40000,"Savings account offering about 0.88% interest rate, ideal for low-risk savings and emergency funds."
277,installment_loan,0.1520477176874297,3,0,20000,"Installment loan with approximately 15.2% APR and annual fee 0 USD, suitable for medium to large purchases."
278,savings_account,0.0196622526992262,1,100,80000,"Savings account offering about 1.97% interest rate, ideal for low-risk savings and emergency funds."
279,insurance,0.0063772143281449,2,0,20000,Insurance policy product providing financial protection against unexpected events.
280,installment_loan,0.1348539642385862,3,25,40000,"Installment loan with approximately 13.5% APR and annual fee 25 USD, suitable for medium to large purchases."
281,installment_loan,0.1360210973740822,3,25,80000,"Installment loan with approximately 13.6% APR and annual fee 25 USD, suitable for medium to large purchases."
282,credit_card,0.2117768188544888,4,50,60000,"Credit card product with around 21.2% APR and annual fee 50 USD, designed for everyday spending."
283,savings_account,0.0116133633800317,1,0,20000,"Savings account offering about 1.16% interest rate, ideal for low-risk savings and emergency funds."
284,savings_account,0.014500809016716,1,100,40000,"Savings account offering about 1.45% interest rate, ideal for low-risk savings and emergency funds."
285,credit_card,0.2040333088900998,4,0,20000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
286,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
287,installment_loan,0.1370058507772532,3,25,80000,"Installment loan with approximately 13.7% APR and annual fee 25 USD, suitable for medium to large purchases."
288,credit_card,0.2148041332411614,4,25,80000,"Credit card product with around 21.5% APR and annual fee 25 USD, designed for everyday spending."
289,credit_card,0.2052541454460723,4,25,60000,"Credit card product with around 20.5% APR and annual fee 25 USD, designed for everyday spending."
290,insurance,0.0142365898771557,2,0,40000,Insurance policy product providing financial protection against unexpected events.
291,credit_card,0.2037898800843106,4,0,80000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
292,credit_card,0.1904381336220384,4,0,20000,"Credit card product with around 19.0% APR and annual fee 0 USD, designed for everyday spending."
293,savings_account,0.0125844718460428,1,0,20000,"Savings account offering about 1.26% interest rate, ideal for low-risk savings and emergency funds."
294,credit_card,0.1900386578217384,4,0,80000,"Credit card product with around 19.0% APR and annual fee 0 USD, designed for everyday spending."
295,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
296,installment_loan,0.1578893133863142,3,0,40000,"Installment loan with approximately 15.8% APR and annual fee 0 USD, suitable for medium to large purchases."
297,installment_loan,0.1478722259879916,3,0,60000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
298,installment_loan,0.1493990883901276,3,50,20000,"Installment loan with approximately 14.9% APR and annual fee 50 USD, suitable for medium to large purchases."
299,installment_loan,0.1528499967252676,3,50,60000,"Installment loan with approximately 15.3% APR and annual fee 50 USD, suitable for medium to large purchases."
300,installment_loan,0.14478726485965,3,50,20000,"Installment loan with approximately 14.5% APR and annual fee 50 USD, suitable for medium to large purchases."
301,credit_card,0.204746204698228,4,0,80000,"Credit card product with around 20.5% APR and annual fee 0 USD, designed for everyday spending."
302,credit_card,0.1834764885013582,4,25,40000,"Credit card product with around 18.3% APR and annual fee 25 USD, designed for everyday spending."
303,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
